ID,Name,PictureUrl
c0e5395b-fbeb-4509-9e42-b14f2031e1f9,Branded Merchandise,https://saaquadecortst.blob.core.windows.net/aquadecorblob/be059426-db00-4dc8-9801-ac80fe4168c7.png?sv=2021-12-02&se=2034-07-24T09%3A38%3A29Z&sr=b&sp=r&sig=0MnfctMiZE%2B4NEO1ow4gMDo6asKj573WWTEl97tnYwc%3D
4762f17b-81f0-46f9-9e34-fa00dc50fa45,O Models - Internal Filters for Aquariums - AQUAFIL-BIO,https://saaquadecortst.blob.core.windows.net/aquadecorblob/0ff62bfc-dbdc-4f7f-ae0d-41872d94907e.png?sv=2021-12-02&se=2034-05-13T08%3A02%3A23Z&sr=b&sp=r&sig=VUwROr3VZ6zxPDYjjU3vCbgtJSxEbBvZayLTY7Vq48w%3D
0da166fa-d568-421f-ba31-a00c10ce9239,E Models - Slim Amazonian Backgrounds,https://saaquadecortst.blob.core.windows.net/aquadecorblob/f13fbe30-8560-4205-aadd-f3c1a33944ea.png?sv=2021-12-02&se=2034-05-07T16%3A37%3A27Z&sr=b&sp=r&sig=jdCm5oN%2F3eEHjZc56SPIuaAzfmUJHhVllmErjr%2F%2BkBs%3D
7636de17-e57b-465a-9645-3e661980c0fb,Starter Sets,https://saaquadecortst.blob.core.windows.net/aquadecorblob/386b59a2-5474-4c1d-b1f8-54067143a847.png?sv=2021-12-02&se=2034-05-13T08%3A41%3A22Z&sr=b&sp=r&sig=4PLXJ%2FUVjNJdDVEQHVY8JGtBoGJtnJDUDakm3IAX%2Fx0%3D
c342c155-bc48-4704-835f-caa8b46d899b,S Models - Back Panel Roots,https://saaquadecortst.blob.core.windows.net/aquadecorblob/f0752c8a-d5ce-4572-9f83-e70ea0c7be21.png?sv=2021-12-02&se=2034-05-13T13%3A05%3A09Z&sr=b&sp=r&sig=bUDnZhw3O8V7Jk5KCfE18ra2BwYeZ%2F1G3NnPLx4rRpw%3D
b6364742-83ce-4b7e-b97a-7a57eb1f33e6,F Models - Room Dividers,https://saaquadecortst.blob.core.windows.net/aquadecorblob/670b20cb-8c9d-481c-8698-4b4f06155603.png?sv=2021-12-02&se=2034-09-06T07%3A25%3A21Z&sr=b&sp=r&sig=vW9dOw8fyEyo82rGRHTx24vIBfxfbbhW8BBC8x1CAMk%3D
975dd0f5-2785-4102-87a7-7e6f4e8d3c84,Aquadecor Thermo Bottle,https://saaquadecortst.blob.core.windows.net/aquadecorblob/96eac6d7-cb00-4ff9-8fd1-1d0cf8702fee.png?sv=2021-12-02&se=2034-07-24T11%3A07%3A34Z&sr=b&sp=r&sig=j%2FXmeVcOYrb8voKXJND7fLdhHS16WlbIAzFrFcsgQVY%3D
f1f3a1d6-42f7-47a4-a73f-bc71477afae4,Aquadecor Mugs,https://saaquadecortst.blob.core.windows.net/aquadecorblob/f1960e3c-3124-441d-b326-4e64f428ccbf.png?sv=2021-12-02&se=2034-07-24T11%3A05%3A22Z&sr=b&sp=r&sig=GVubRQHQpp%2BQVRDREgKDe01HSmPV6GbLZg2%2BXEH2VzY%3D
6107cc74-beb7-4278-814d-49ee0ee6f0b5,Aquadecor T-Shirts,https://saaquadecortst.blob.core.windows.net/aquadecorblob/0cc4dc71-9fcc-418a-b7ce-3e954e544f84.png?sv=2021-12-02&se=2034-07-24T10%3A23%3A31Z&sr=b&sp=r&sig=ppc%2FimKHNgmGBoaSv3u%2BKLoE3n0IQbxnJBxULkvANFo%3D
f458652f-3da7-4380-96ab-db45f4ab57d3,G Models - Slim Rocky Backgrounds,https://saaquadecortst.blob.core.windows.net/aquadecorblob/d0e7c1ed-be7a-4045-a9ac-e580cb0c1aba.png?sv=2021-12-02&se=2034-06-01T16%3A35%3A17Z&sr=b&sp=r&sig=2uBk9NrQ%2Bs8HQ%2BACJxD2Kr%2BtIoLhBj4Oqn1Rxtm5HTY%3D
